날짜:2020.1.1		소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]54000 [통신비]0 [가정용품]0 [주류,담배]114500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.29	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.9.30	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.1	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.2	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.3	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]9400 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.4	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.5	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.6	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.7	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.8	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.9	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.10	소비: [식료품]24000[주거비]788000 [의류비]0 [보건의료비]0 [교통비]5600 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.10.11	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.12	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.13	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.14	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.15	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.16	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.17	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.18	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.19	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.20	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.21	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.22	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.23	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]12000 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.24	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.25	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.26	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.27	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.28	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.29	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]22000 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.30	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.10.31	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.1	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.2	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.3	소비:[식료품]14000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.4	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.5	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.6	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.7	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]9900 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.8	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.9	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.10	소비: [식료품]24000[주거비]823000 [의류비]0 [보건의료비]0 [교통비]3700 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.11.11	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.12	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.13	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.14	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.15	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.16	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.17	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.18	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.19	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9100 [문화생활비]38500 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.20	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.21	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.22	소비:[식료품]21000 [주거비]0 [의류비]115000 [보건의료비]0 [교통비]6600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]8700 [기타]0
날짜:2021.11.23	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.24	소비:[식료품]22000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.25	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.26	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.27	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.28	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.29	소비:[식료품]13000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.11.30	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.1	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]3200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.2	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]15700 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.3	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8100 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.4	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5300 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.5	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.6	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.7	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4000 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.8	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.9	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.10	소비: [식료품]17000[주거비]869500 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]9500 [통신비]32000 [가정용품]0 [주류,담배]4500 [교육비]160000 [가정용품]0 [기타]0		소득:[월급]2400000
날짜:2021.12.11	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4600 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.12	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.13	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.14	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.15	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.16	소비:[식료품]23000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]8200 [기타]0
날짜:2021.12.17	소비:[식료품]10000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10400 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.18	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]8600 [문화생활비]22500 [통신비]0 [가정용품]0 [주류,담배]10500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.19	소비:[식료품]24000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.20	소비:[식료품]19000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.21	소비:[식료품]17000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]2700 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.22	소비:[식료품]15000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]9800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.23	소비:[식료품]18000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.24	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5500 [문화생활비]18000 [통신비]0 [가정용품]0 [주류,담배]33500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.25	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7900 [문화생활비]32500 [통신비]0 [가정용품]0 [주류,담배]45500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.26	소비:[식료품]21000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]0 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.27	소비:[식료품]20000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]10800 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.28	소비:[식료품]12000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]5900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.29	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]4900 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]0 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.30	소비:[식료품]11000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]6200 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]4500 [교육비]0 [가정용품]0 [기타]0
날짜:2021.12.31	소비:[식료품]16000 [주거비]0 [의류비]0 [보건의료비]0 [교통비]7500 [문화생활비]0 [통신비]0 [가정용품]0 [주류,담배]56000 [교육비]0 [가정용품]0 [기타]0
